Source,Target,Type,Id,Label,Weight
2,1,Undirected,1,,1
3,1,Undirected,2,,8
4,1,Undirected,3,,10
4,3,Undirected,4,,6
5,1,Undirected,5,,1
6,1,Undirected,6,,1
7,1,Undirected,7,,1
8,1,Undirected,8,,1
9,1,Undirected,9,,2
10,1,Undirected,10,,1
12,1,Undirected,11,,5
12,3,Undirected,12,,3
12,4,Undirected,13,,3
12,11,Undirected,14,,1
13,12,Undirected,15,,1
14,12,Undirected,16,,1
15,12,Undirected,17,,1
16,12,Undirected,18,,1
18,17,Undirected,19,,4
19,17,Undirected,20,,4
19,18,Undirected,21,,4
20,17,Undirected,22,,4
20,18,Undirected,23,,4
20,19,Undirected,24,,4
21,17,Undirected,25,,3
21,18,Undirected,26,,3
21,19,Undirected,27,,3
21,20,Undirected,28,,4
22,17,Undirected,29,,3
22,18,Undirected,30,,3
22,19,Undirected,31,,3
22,20,Undirected,32,,3
22,21,Undirected,33,,5
23,17,Undirected,34,,3
23,18,Undirected,35,,3
23,19,Undirected,36,,3
23,20,Undirected,37,,3
23,21,Undirected,38,,4
23,22,Undirected,39,,4
24,12,Undirected,40,,9
24,13,Undirected,41,,2
24,17,Undirected,42,,3
24,18,Undirected,43,,3
24,19,Undirected,44,,3
24,20,Undirected,45,,3
24,21,Undirected,46,,4
24,22,Undirected,47,,4
24,23,Undirected,48,,4
25,12,Undirected,49,,7
25,24,Undirected,50,,2
26,12,Undirected,51,,12
26,24,Undirected,52,,1
26,25,Undirected,53,,13
27,12,Undirected,54,,31
27,17,Undirected,55,,1
27,25,Undirected,56,,4
27,26,Undirected,57,,1
28,12,Undirected,58,,17
28,24,Undirected,59,,5
28,25,Undirected,60,,1
28,26,Undirected,61,,5
28,27,Undirected,62,,1
29,12,Undirected,63,,8
29,28,Undirected,64,,1
30,12,Undirected,65,,2
30,24,Undirected,66,,1
30,28,Undirected,67,,1
31,24,Undirected,68,,1
32,12,Undirected,69,,3
32,24,Undirected,70,,2
32,28,Undirected,71,,1
32,31,Undirected,72,,2
33,12,Undirected,73,,1
34,12,Undirected,74,,2
34,28,Undirected,75,,1
35,12,Undirected,76,,3
35,30,Undirected,77,,2
36,12,Undirected,78,,3
36,30,Undirected,79,,2
36,35,Undirected,80,,3
37,12,Undirected,81,,2
37,30,Undirected,82,,1
37,35,Undirected,83,,2
37,36,Undirected,84,,2
38,12,Undirected,85,,2
38,30,Undirected,86,,1
38,35,Undirected,87,,2
38,36,Undirected,88,,2
38,37,Undirected,89,,2
39,12,Undirected,90,,2
39,30,Undirected,91,,1
39,35,Undirected,92,,2
39,36,Undirected,93,,2
39,37,Undirected,94,,2
39,38,Undirected,95,,2
40,26,Undirected,96,,1
41,26,Undirected,97,,1
42,25,Undirected,98,,2
42,26,Undirected,99,,3
43,25,Undirected,100,,1
43,26,Undirected,101,,2
43,42,Undirected,102,,2
44,12,Undirected,103,,3
44,27,Undirected,104,,1
44,28,Undirected,105,,1
45,12,Undirected,106,,1
45,29,Undirected,107,,3
46,29,Undirected,108,,2
48,47,Undirected,109,,1
49,12,Undirected,110,,1
49,26,Undirected,111,,1
49,28,Undirected,112,,1
49,48,Undirected,113,,2
50,12,Undirected,114,,2
50,27,Undirected,115,,3
51,25,Undirected,116,,1
51,50,Undirected,117,,1
52,12,Undirected,118,,2
52,27,Undirected,119,,2
52,50,Undirected,120,,9
53,40,Undirected,121,,1
53,52,Undirected,122,,1
54,52,Undirected,123,,1
55,27,Undirected,124,,1
55,50,Undirected,125,,1
55,52,Undirected,126,,2
56,12,Undirected,127,,19
56,17,Undirected,128,,1
56,26,Undirected,129,,2
56,27,Undirected,130,,21
56,40,Undirected,131,,1
56,42,Undirected,132,,5
56,49,Undirected,133,,4
56,50,Undirected,134,,12
56,52,Undirected,135,,6
56,55,Undirected,136,,1
57,50,Undirected,137,,1
57,56,Undirected,138,,1
58,42,Undirected,139,,1
58,49,Undirected,140,,1
58,56,Undirected,141,,1
59,12,Undirected,142,,4
59,28,Undirected,143,,6
59,49,Undirected,144,,7
59,56,Undirected,145,,7
59,58,Undirected,146,,1
60,49,Undirected,147,,6
60,56,Undirected,148,,5
60,58,Undirected,149,,2
60,59,Undirected,150,,15
61,49,Undirected,151,,1
61,59,Undirected,152,,4
61,60,Undirected,153,,2
62,49,Undirected,154,,2
62,56,Undirected,155,,1
62,58,Undirected,156,,1
62,59,Undirected,157,,6
62,60,Undirected,158,,5
62,61,Undirected,159,,2
63,42,Undirected,160,,1
63,49,Undirected,161,,7
63,56,Undirected,162,,9
63,58,Undirected,163,,2
63,59,Undirected,164,,17
63,60,Undirected,165,,13
63,61,Undirected,166,,3
63,62,Undirected,167,,6
64,49,Undirected,168,,5
64,56,Undirected,169,,1
64,58,Undirected,170,,2
64,59,Undirected,171,,4
64,60,Undirected,172,,5
64,61,Undirected,173,,2
64,62,Undirected,174,,3
64,63,Undirected,175,,6
65,12,Undirected,176,,1
65,49,Undirected,177,,5
65,56,Undirected,178,,5
65,58,Undirected,179,,1
65,59,Undirected,180,,10
65,60,Undirected,181,,9
65,61,Undirected,182,,2
65,62,Undirected,183,,6
65,63,Undirected,184,,12
65,64,Undirected,185,,4
66,49,Undirected,186,,3
66,56,Undirected,187,,2
66,58,Undirected,188,,1
66,59,Undirected,189,,5
66,60,Undirected,190,,5
66,61,Undirected,191,,2
66,62,Undirected,192,,5
66,63,Undirected,193,,5
66,64,Undirected,194,,5
66,65,Undirected,195,,7
67,49,Undirected,196,,1
67,59,Undirected,197,,3
67,60,Undirected,198,,1
67,61,Undirected,199,,1
67,62,Undirected,200,,1
67,63,Undirected,201,,2
67,64,Undirected,202,,1
67,65,Undirected,203,,3
67,66,Undirected,204,,2
68,58,Undirected,205,,3
69,12,Undirected,206,,1
69,25,Undirected,207,,1
69,26,Undirected,208,,5
69,28,Undirected,209,,1
69,42,Undirected,210,,1
69,49,Undirected,211,,1
70,12,Undirected,212,,1
70,25,Undirected,213,,1
70,26,Undirected,214,,6
70,28,Undirected,215,,2
70,42,Undirected,216,,1
70,49,Undirected,217,,1
70,69,Undirected,218,,6
71,12,Undirected,219,,1
71,25,Undirected,220,,1
71,26,Undirected,221,,4
71,28,Undirected,222,,1
71,42,Undirected,223,,1
71,59,Undirected,224,,1
71,69,Undirected,225,,4
71,70,Undirected,226,,4
72,12,Undirected,227,,1
72,26,Undirected,228,,1
72,28,Undirected,229,,1
72,42,Undirected,230,,1
72,49,Undirected,231,,1
72,69,Undirected,232,,2
72,70,Undirected,233,,2
72,71,Undirected,234,,2
73,12,Undirected,235,,1
73,27,Undirected,236,,2
73,28,Undirected,237,,1
74,49,Undirected,238,,2
75,49,Undirected,239,,2
75,74,Undirected,240,,3
76,26,Undirected,241,,3
76,42,Undirected,242,,1
76,49,Undirected,243,,1
76,69,Undirected,244,,3
76,70,Undirected,245,,3
76,71,Undirected,246,,1
76,72,Undirected,247,,1
77,49,Undirected,248,,1
77,59,Undirected,249,,1
77,63,Undirected,250,,1
77,64,Undirected,251,,1
77,65,Undirected,252,,1
77,66,Undirected,253,,1
77,67,Undirected,254,,1
